2020-03-03 17:48:26,987 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@683] - Established session 0x100c275a4af0009 with negotiated timeout 4000 for client /127.0.0.1:36214
2020-03-03 17:48:41,223 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:36220
2020-03-03 17:48:41,226 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@938] - Client attempting to establish new session at /127.0.0.1:36220
2020-03-03 17:48:41,227 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@683] - Established session 0x100c275a4af000a with negotiated timeout 4000 for client /127.0.0.1:36220
2020-03-03 17:48:41,550 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x100c275a4af000a, likely client has closed socket
2020-03-03 17:48:41,550 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:36220 which had sessionid 0x100c275a4af000a
2020-03-03 17:48:46,246 [myid:] - INFO  [SessionTracker:ZooKeeperServer@354] - Expiring session 0x100c275a4af000a, timeout of 4000ms exceeded
2020-03-03 17:48:46,246 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x100c275a4af000a
2020-03-03 17:50:18,474 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x100c275a4af0009, likely client has closed socket
2020-03-03 17:50:18,474 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:36214 which had sessionid 0x100c275a4af0009
2020-03-03 17:50:22,246 [myid:] - INFO  [SessionTracker:ZooKeeperServer@354] - Expiring session 0x100c275a4af0009, timeout of 4000ms exceeded
2020-03-03 17:50:22,246 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x100c275a4af0009
